ID,RA (deg),DEC (deg),cluster redshift,radial velocity(km/s),Comoving Distance(Mpc/h),r_200(Mpc/h),N_200,sigma_200(km/s),lower error in sigma_200(km/s),upper error in sigma_200(km/s),"M_200 cls mass (10^14 M_sun, NFW)","error in M_200 cls mass (10^14 M_sun, NFW)",R_s (Mpc/h),error in r_s (Mpc/h),"M_s (10^14 M_sun, NFW)","error in M_s (10^14 M_sun, NFW)"
1,230.65973,27.743846,0.07317685,21137.193,215.71431,1.7588447,167,1042.086,-83.233978,100.84929,1.35E+15,3.57E+14,0.41,0.108,3.06E+14,8.06E+13
2,227.55402,33.498096,0.11390785,32215.073,332.54794,1.5113488,63,926.75761,-92.042355,118.74025,8.95E+14,2.35E+14,0.32,0.084,1.88E+14,4.93E+13
3,194.93502,27.912461,0.023372245,6924.962,69.697942,1.54485,672,932.60305,-47.761507,55.312723,8.76E+14,2.23E+14,0.33,0.084,1.85E+14,4.71E+13
4,258.20851,64.052953,0.080997,23301.868,238.32735,1.4534098,155,881.24884,-70.222098,82.083225,7.70E+14,2.08E+14,0.37,0.1,1.86E+14,5.04E+13
5,209.83093,27.968947,0.075065085,21661.524,221.18227,1.4489923,77,842.65332,-83.231049,96.160155,7.59E+14,2.17E+14,0.14,0.04,9.66E+13,2.76E+13
6,227.73192,5.8229001,0.07835649,22572.973,230.70156,1.43097,128,886.46345,-71.714821,86.034641,7.33E+14,4.41E+13,1.13,0.068,5.46E+14,3.29E+13
7,255.65941,33.502777,0.0878143,25174.245,257.97033,1.42325,84,887.63019,-95.307794,130.60363,7.28E+14,2.12E+14,0.22,0.064,1.23E+14,3.57E+13
8,231.01218,29.888975,0.11375935,32175.564,332.12625,1.3895132,80,860.21485,-87.603521,99.215572,6.95E+14,1.11E+14,0.93,0.148,4.26E+14,6.79E+13
9,239.55991,27.216052,0.08978538,25713.057,263.63749,1.3787041,150,838.20757,-77.163051,92.670308,6.63E+14,1.40E+14,0.85,0.18,3.71E+14,7.85E+13
10,240.54984,15.91987,0.03702969,10895.82,110.0802,1.4012284,299,771.32815,-52.706128,62.726122,6.62E+14,1.65E+14,0.16,0.04,9.26E+13,2.31E+13
11,257.40317,34.467814,0.08488568,24371.573,249.53999,1.3775478,93,846.59708,-92.729448,117.82516,6.58E+14,2.09E+14,0.29,0.092,1.38E+14,4.37E+13
12,255.66803,34.04964,0.10016501,28531.626,293.38992,1.3402046,72,833.34765,-80.464306,99.681133,6.15E+14,1.78E+14,0.29,0.084,1.31E+14,3.81E+13
13,2.9386063,32.415657,0.1016675,28937.015,297.68409,1.3219345,35,861.51117,-119.32204,159.51865,5.91E+14,1.58E+14,0.15,0.04,8.24E+13,2.20E+13
14,53.586472,-1.1657616,0.1380759,38560.086,400.75866,1.2716682,28,878.38906,-176.39656,301.30812,5.46E+14,1.92E+14,0.25,0.088,1.09E+14,3.83E+13
15,358.54379,-10.385219,0.07656306,22076.737,225.51655,1.2839031,109,753.3177,-75.135301,88.63577,5.29E+14,1.41E+14,0.36,0.096,1.38E+14,3.69E+13
16,10.400877,-9.3250982,0.05550725,16179.489,164.30491,1.2786745,126,733.15143,-71.934025,84.48961,5.12E+14,1.54E+14,0.4,0.12,1.47E+14,4.41E+13
17,247.18045,39.56877,0.03034889,8960.3673,90.358462,1.2782219,283,718.28009,-49.289408,57.769113,4.99E+14,1.36E+14,0.22,0.06,9.05E+13,2.47E+13
18,224.28745,22.426282,0.1231718,34667.113,358.79256,1.2379329,10,557.63776,-322.6353,194.60558,4.96E+14,1.89E+14,0.2,0.076,8.62E+13,3.28E+13
19,202.71017,-1.8575332,0.08630847,24761.844,253.63715,1.2456196,76,683.93258,-73.043265,85.230734,4.87E+14,1.26E+14,0.17,0.044,7.59E+13,1.97E+13
20,178.80362,23.396369,0.13913725,38834.881,403.73503,1.215696,18,748.94273,-192.70268,309.27749,4.78E+14,1.64E+14,0.21,0.072,8.68E+13,2.98E+13
21,231.47431,29.822648,0.1157492,32704.432,337.77419,1.2240508,28,585.92857,-99.53445,157.55369,4.76E+14,1.52E+14,0.3,0.096,1.12E+14,3.58E+13
22,153.46837,-0.12086889,0.09436141,26959.559,276.77311,1.2298625,32,713.67181,-98.099797,145.12228,4.73E+14,1.63E+14,0.29,0.1,1.08E+14,3.72E+13
23,184.43175,3.6476464,0.07724202,22264.715,227.48003,1.2357785,101,765.14747,-88.833689,121.87053,4.72E+14,1.34E+14,0.31,0.088,1.13E+14,3.20E+13
24,255.50545,24.45111,0.17018305,46731.327,490.08264,1.1771637,10,739.63629,-172.93103,216.52225,4.48E+14,2.43E+14,0.14,0.076,6.42E+13,3.48E+13
25,125.78844,4.3091978,0.0949463,27118.44,278.44993,1.1991188,23,668.84848,-118.95764,185.50965,4.39E+14,1.34E+14,0.51,0.156,1.67E+14,5.10E+13
26,5.1614385,28.694578,0.09494101,27117.003,278.43476,1.1931223,24,689.93418,-136.78907,218.63349,4.32E+14,1.56E+14,0.2,0.072,7.69E+13,2.77E+13
27,208.18359,36.288714,0.14515056,40385.714,420.56786,1.171287,14,632.35954,-127.81621,202.23807,4.30E+14,2.03E+14,0.22,0.104,8.28E+13,3.92E+13
28,130.38171,26.765129,0.086124918,24711.529,253.10874,1.1794245,39,508.08698,-75.146403,95.264697,4.14E+14,1.24E+14,0.2,0.06,7.42E+13,2.23E+13
29,186.88122,8.8454095,0.08989605,25743.276,263.95552,1.1764708,77,733.72969,-72.306594,88.268404,4.12E+14,1.10E+14,0.3,0.08,9.99E+13,2.66E+13
30,125.66304,6.4615361,0.08204048,23589.348,241.33821,1.1770953,16,425.09744,-166.46811,161.14464,4.10E+14,1.20E+14,0.3,0.088,9.92E+13,2.91E+13
31,171.72871,17.085283,0.1288819,36166.148,374.90823,1.1557796,20,604.53759,-124.26387,183.82353,4.06E+14,1.28E+14,0.62,0.196,1.95E+14,6.18E+13
32,14.035699,-1.2002074,0.04425922,12975.227,131.35246,1.1869744,119,770.59633,-85.138427,107.31198,4.05E+14,1.19E+14,0.3,0.088,9.75E+13,2.86E+13
33,213.17228,26.428982,0.07127476,20607.95,210.20118,1.1757213,20,480.15465,-70.826088,88.08234,4.04E+14,1.62E+14,0.12,0.048,5.30E+13,2.12E+13
34,165.23643,10.504218,0.03584926,10554.815,106.60004,1.1882553,68,721.14861,-115.34156,154.43205,4.03E+14,1.51E+14,0.15,0.056,5.99E+13,2.24E+13
35,131.22581,19.375117,0.084022769,24134.586,247.05371,1.1700216,15,526.69911,-99.121671,125.21467,4.03E+14,1.29E+14,0.25,0.08,8.53E+13,2.73E+13
36,176.04049,5.7612399,0.1036008,29457.669,303.20479,1.1516687,42,683.24124,-119.62583,180.74131,3.92E+14,1.24E+14,0.19,0.06,6.90E+13,2.18E+13
37,197.79643,39.277343,0.07267435,20997.48,214.25833,1.1631904,71,702.5578,-89.029526,120.29597,3.92E+14,1.07E+14,0.47,0.128,1.42E+14,3.86E+13
38,145.85654,5.9158802,0.08827027,25298.99,259.2818,1.1566324,31,748.09624,-105.69327,132.48682,3.91E+14,1.30E+14,0.18,0.06,6.63E+13,2.21E+13
39,228.80879,4.3862103,0.09811655,27977.87,287.53025,1.145508,62,663.95876,-87.789252,116.12816,3.83E+14,1.06E+14,0.42,0.116,1.27E+14,3.50E+13
40,187.44241,11.742295,0.08601623,24681.731,252.79583,1.1480106,68,686.62109,-81.191318,101.86548,3.81E+14,1.17E+14,0.39,0.12,1.18E+14,3.62E+13
41,351.28497,17.899543,0.15308585,42416.462,442.70147,1.1214807,33,679.29966,-136.90876,178.28671,3.80E+14,1.05E+14,0.16,0.044,6.10E+13,1.68E+13
42,155.91443,49.138791,0.1418162,39527.057,411.24052,1.1249322,25,751.71557,-117.82709,157.56531,3.80E+14,1.17E+14,0.13,0.04,5.35E+13,1.65E+13
43,210.76047,9.3943204,0.023200606,6874.7036,69.188812,1.1647716,70,532.747,-43.468537,49.035851,3.75E+14,9.45E+13,0.27,0.068,8.44E+13,2.13E+13
44,204.02885,59.176196,0.07068904,20444.762,208.50248,1.145477,95,701.7035,-71.072325,78.797202,3.73E+14,1.03E+14,0.39,0.108,1.15E+14,3.20E+13
45,11.599281,20.500219,0.1033521,29390.753,302.4949,1.131176,42,659.9316,-101.03115,143.43481,3.71E+14,1.02E+14,0.16,0.044,5.92E+13,1.63E+13
46,229.69287,6.2285663,0.10219615,29079.493,299.19422,1.129638,38,672.65144,-94.600316,118.87644,3.69E+14,9.51E+13,0.59,0.152,1.73E+14,4.45E+13
47,314.9917,-7.3993848,0.07917471,22799.057,233.06562,1.1373724,21,639.07252,-137.49446,157.76854,3.68E+14,1.26E+14,0.34,0.116,1.02E+14,3.47E+13
48,190.28372,18.555141,0.07202004,20815.447,212.36195,1.1389006,91,667.82498,-72.602847,97.098102,3.67E+14,1.01E+14,0.38,0.104,1.12E+14,3.05E+13
49,11.003638,1.0158231,0.11133126,31528.665,325.22681,1.1167742,18,734.1319,-247.1619,501.56492,3.60E+14,1.31E+14,0.11,0.04,4.63E+13,1.68E+13
50,190.03243,13.484896,0.073757672,21298.59,217.39679,1.1298738,16,468.53568,-101.12409,138.92359,3.59E+14,1.60E+14,0.09,0.04,4.13E+13,1.84E+13
51,213.5205,6.8712689,0.1090108,30908.838,318.62534,1.1130116,24,659.19302,-161.44473,273.96344,3.56E+14,1.24E+14,0.23,0.08,7.34E+13,2.55E+13
52,227.17532,27.174162,0.081162882,23347.59,238.80609,1.1217275,19,558.29716,-103.34972,130.15642,3.54E+14,1.01E+14,0.21,0.06,6.81E+13,1.95E+13
53,195.57754,-2.5263577,0.08338364,23958.917,245.21152,1.1194236,61,627.37621,-83.831468,104.32818,3.53E+14,1.01E+14,0.35,0.1,1.01E+14,2.89E+13
54,159.86889,5.1836588,0.068807715,19919.918,203.04301,1.1245489,77,710.96094,-84.225296,109.08825,3.53E+14,9.40E+13,0.3,0.08,8.86E+13,2.36E+13
55,15.240938,-9.9740286,0.1494808,41496.099,432.65724,1.0931434,14,614.09367,-137.43688,159.56274,3.51E+14,1.26E+14,0.29,0.104,8.78E+13,3.15E+13
56,118.64731,51.117724,0.098654684,28123.462,289.07017,1.1096794,13,582.29407,-123.73871,224.69617,3.49E+14,1.22E+14,0.16,0.056,5.63E+13,1.97E+13
57,219.74962,10.121618,0.054735214,15960.76,162.04876,1.1243374,30,584.51537,-115.43653,114.86669,3.48E+14,1.14E+14,0.11,0.036,4.46E+13,1.46E+13
58,219.92781,6.6763445,0.098524403,28088.222,288.6974,1.1069373,10,547.01529,-322.80721,183.60348,3.46E+14,1.31E+14,0.18,0.068,6.04E+13,2.28E+13
59,212.01099,5.459409,0.08589453,24648.362,252.44544,1.1101834,43,602.02414,-91.703109,123.44107,3.45E+14,9.81E+13,0.45,0.128,1.25E+14,3.56E+13
60,176.19406,20.048701,0.02193271,6503.1714,65.426628,1.1320047,229,715.06083,-53.774283,70.036373,3.44E+14,9.28E+13,0.43,0.116,1.18E+14,3.17E+13
61,168.34755,2.5118783,0.0764785,22053.316,225.27196,1.1107856,60,647.17944,-79.750045,93.039805,3.42E+14,9.13E+13,0.48,0.128,1.32E+14,3.53E+13
62,162.37451,3.6319911,0.14956096,41516.604,432.88079,1.0819844,14,541.28493,-94.053522,135.31721,3.40E+14,1.36E+14,0.06,0.024,3.29E+13,1.32E+13
63,127.20284,30.451942,0.0493608,14433.199,146.31991,1.1175272,92,743.21815,-72.660606,95.298332,3.40E+14,1.14E+14,0.19,0.064,6.11E+13,2.06E+13
64,138.36812,52.201027,0.1910217,51879.78,547.26322,1.0618454,27,667.12956,-148.6479,148.8445,3.36E+14,1.28E+14,0.2,0.076,6.49E+13,2.46E+13
65,254.9274,32.578993,0.09867284,28128.372,289.12212,1.095129,33,672.86452,-89.36149,106.47648,3.35E+14,1.26E+14,0.17,0.064,5.67E+13,2.14E+13
66,205.59386,2.2539373,0.07791627,22451.254,229.42925,1.1006205,58,660.87794,-102.52987,157.19328,3.33E+14,1.03E+14,0.39,0.12,1.07E+14,3.29E+13
67,215.55504,48.599919,0.071758545,20742.661,211.6039,1.1025156,78,682.92533,-74.879237,88.333083,3.33E+14,9.01E+13,0.37,0.1,1.02E+14,2.75E+13
68,235.09077,17.868025,0.09031021,25856.332,265.14553,1.0911502,43,679.36435,-106.27358,145.34872,3.29E+14,1.05E+14,0.2,0.064,6.23E+13,1.99E+13
69,184.70342,5.2626152,0.07645678,22047.299,225.20914,1.0942267,55,625.78996,-96.452345,119.46139,3.27E+14,8.55E+13,0.49,0.128,1.31E+14,3.42E+13
70,118.34794,29.338963,0.060878935,17696.462,179.97986,1.0990129,54,647.16995,-90.109177,114.65571,3.27E+14,8.78E+13,0.64,0.172,1.72E+14,4.61E+13
71,121.0877,46.793212,0.1860365,50659.099,533.64098,1.0535416,23,664.30298,-112.01271,145.7992,3.26E+14,1.49E+14,0.07,0.032,3.43E+13,1.57E+13
72,230.3329,30.620288,0.07771371,22395.227,228.84373,1.0875188,107,650.56672,-70.238751,85.385745,3.22E+14,9.75E+13,0.33,0.1,9.00E+13,2.73E+13
73,150.27235,28.188578,0.18616938,50691.725,534.00455,1.0461916,18,579.98359,-178.09712,226.43332,3.20E+14,1.74E+14,0.11,0.06,4.27E+13,2.33E+13
74,207.21034,26.585402,0.062841265,18248.491,185.69604,1.0880819,81,639.45917,-74.33283,87.163174,3.18E+14,8.71E+13,0.35,0.096,9.34E+13,2.56E+13
75,137.38668,14.520822,0.1159571,32759.622,338.36396,1.0692077,16,791.21766,-102.66395,131.12774,3.17E+14,1.62E+14,0.11,0.056,4.18E+13,2.13E+13
76,221.92338,-1.2277126,0.14836257,41209.866,429.53787,1.0497412,9,481.06572,-131.35934,173.72888,3.10E+14,1.10E+14,0.09,0.032,3.71E+13,1.32E+13
77,126.81519,53.1575,0.1213493,34186.684,353.63911,1.0543949,28,765.74545,-128.65832,217.46751,3.06E+14,1.38E+14,0.08,0.036,3.43E+13,1.54E+13
78,351.11312,14.56116,0.04109658,12067.486,122.05556,1.0813678,129,645.07869,-77.12189,88.052463,3.05E+14,7.99E+13,0.26,0.068,7.07E+13,1.85E+13
79,152.58885,18.831706,0.1115842,31596.133,325.94592,1.0569036,15,532.54759,-105.53085,132.42098,3.05E+14,1.09E+14,0.29,0.104,7.85E+13,2.82E+13
80,241.41842,16.429288,0.1355086,37894.052,393.55244,1.0463333,13,764.75255,-187.14108,279.46091,3.03E+14,1.10E+14,0.11,0.04,4.05E+13,1.47E+13
81,236.23303,36.101437,0.06603753,19145.197,194.99511,1.0705191,69,676.27074,-82.91349,105.3455,3.03E+14,8.30E+13,0.19,0.052,5.62E+13,1.54E+13
82,230.66703,8.4610577,0.0338736,9983.1511,100.77107,1.0770121,111,693.99709,-67.495506,79.90974,3.00E+14,7.89E+13,0.38,0.1,9.57E+13,2.52E+13
83,224.65391,27.833507,0.1246274,35050.135,362.90513,1.042928,16,607.19468,-179.52332,253.61571,2.97E+14,1.09E+14,0.25,0.092,6.86E+13,2.53E+13
84,125.90433,15.952541,0.15222946,42198.16,440.31711,1.0292599,11,611.17882,-144.8717,207.33138,2.94E+14,8.98E+13,0.72,0.22,1.90E+14,5.79E+13
85,224.42832,32.450642,0.084777636,24341.912,249.22875,1.0521575,13,603.62205,-141.6885,185.96485,2.93E+14,1.06E+14,0.41,0.148,1.03E+14,3.71E+13
86,114.04218,39.486079,0.11761221,33198.547,343.057,1.040393,14,475.77367,-131.40834,222.28127,2.93E+14,8.79E+13,0.12,0.036,4.12E+13,1.24E+13
87,244.25044,13.131475,0.093506063,26727.031,274.32006,1.0475427,11,385.21249,-173.5347,176.84588,2.92E+14,1.40E+14,0.05,0.024,2.64E+13,1.27E+13
88,230.42251,32.119117,0.1114388,31557.351,325.53255,1.0412993,42,603.94445,-113.84612,151.0811,2.92E+14,8.56E+13,0.3,0.088,7.82E+13,2.29E+13
89,206.08433,11.664339,0.095567353,27287.034,280.22988,1.0467297,21,589.63809,-121.21456,187.84974,2.92E+14,8.56E+13,0.45,0.132,1.12E+14,3.29E+13
90,229.51547,26.865018,0.08492102,24381.274,249.64179,1.0467353,32,560.20443,-130.00032,158.64417,2.89E+14,7.51E+13,0.2,0.052,5.63E+13,1.46E+13
91,164.63355,56.787277,0.1362236,38079.734,395.56034,1.027874,26,673.64845,-143.63199,211.06609,2.88E+14,1.02E+14,0.18,0.064,5.28E+13,1.88E+13
92,235.96206,5.6036737,0.10659385,30261.574,311.74126,1.0379134,15,642.17136,-131.26615,142.38292,2.88E+14,1.08E+14,0.31,0.116,7.94E+13,2.97E+13
93,223.49482,22.100192,0.1172468,33101.711,342.02122,1.0335649,28,618.14795,-137.21979,166.91116,2.87E+14,8.29E+13,0.54,0.156,1.34E+14,3.88E+13
94,251.90068,29.91071,0.09991376,28463.774,292.67155,1.0383326,23,728.6457,-127.19237,162.79448,2.86E+14,1.24E+14,0.23,0.1,6.22E+13,2.70E+13
95,175.29682,5.756273,0.0981777,27994.418,287.70525,1.0383822,50,575.58002,-74.422214,98.120881,2.86E+14,7.86E+13,0.16,0.044,4.81E+13,1.32E+13
96,173.3001,66.374135,0.11479574,32451.162,335.06862,1.0324048,42,605.91414,-91.214157,130.34852,2.85E+14,8.78E+13,0.13,0.04,4.23E+13,1.30E+13
97,213.76325,-0.47259875,0.13937875,38897.363,404.41205,1.0230633,25,648.6432,-112.81796,130.68431,2.85E+14,8.23E+13,0.18,0.052,5.24E+13,1.51E+13
98,167.63397,28.597326,0.03324915,9802.2218,98.927582,1.058037,164,636.87041,-52.778469,68.040982,2.84E+14,8.44E+13,0.35,0.104,8.56E+13,2.54E+13
99,166.94473,24.705512,0.096123627,27437.947,281.82372,1.0365964,17,536.37287,-171.64448,289.70259,2.84E+14,7.56E+13,0.24,0.064,6.37E+13,1.70E+13
100,183.96967,1.4129077,0.074723419,21566.727,220.19324,1.0436339,8,544.84059,-190.7107,259.28431,2.83E+14,1.02E+14,0.5,0.18,1.21E+14,4.37E+13
101,250.70388,27.447493,0.1035502,29444.056,303.06037,1.0299176,34,705.94953,-111.61335,138.92174,2.80E+14,8.62E+13,0.39,0.12,9.55E+13,2.94E+13
102,7.4560499,12.016234,0.1391468,38837.352,403.76181,1.0153637,26,611.9649,-127.67282,171.98364,2.78E+14,1.51E+14,0.14,0.076,4.36E+13,2.37E+13
103,230.2177,48.660727,0.07352127,21232.911,216.71206,1.036705,36,616.00825,-105.69987,123.4213,2.78E+14,1.02E+14,0.13,0.048,4.10E+13,1.52E+13
104,176.82598,55.724739,0.05160259,15071.424,152.88565,1.0417441,86,641.98765,-78.874923,98.515773,2.76E+14,7.35E+13,0.18,0.048,5.01E+13,1.34E+13
105,197.56154,19.038774,0.090452726,25895.224,265.55497,1.0273662,14,516.35336,-127.8181,183.92637,2.75E+14,8.79E+13,0.35,0.112,8.50E+13,2.72E+13
106,157.7664,46.464667,0.1826763,49832.434,524.43888,0.99558083,17,617.27927,-133.51434,186.06534,2.74E+14,1.90E+14,0.11,0.076,3.77E+13,2.60E+13
107,217.84501,22.504116,0.08598131,24672.157,252.69529,1.0281926,13,500.95374,-130.52642,149.61527,2.74E+14,9.81E+13,0.19,0.068,5.22E+13,1.87E+13
108,237.24476,8.8379874,0.07182078,20759.986,211.78432,1.0310244,27,620.2981,-119.34044,157.88578,2.73E+14,7.49E+13,0.32,0.088,7.77E+13,2.14E+13
109,189.83627,16.395824,0.070289513,20333.392,207.34349,1.0298528,42,573.06549,-85.33825,113.87665,2.71E+14,7.46E+13,0.16,0.044,4.59E+13,1.26E+13
110,136.73494,4.789377,0.1247295,35076.978,363.19349,1.0105157,16,572.86347,-189.8777,217.24849,2.70E+14,9.19E+13,0.2,0.068,5.41E+13,1.84E+13
111,227.33676,5.3392945,0.076081905,21943.441,224.1247,1.0237813,18,508.76334,-114.59771,140.91988,2.68E+14,8.88E+13,0.35,0.116,8.32E+13,2.76E+13
112,354.51246,13.158911,0.14644805,40718.984,424.19308,0.99984181,29,524.84448,-115.74218,191.74841,2.68E+14,1.15E+14,0.14,0.06,4.24E+13,1.82E+13
113,227.76994,5.3015737,0.080401991,23137.8,236.60982,1.0215468,43,590.96042,-101.0415,116.49643,2.67E+14,7.78E+13,0.22,0.064,5.69E+13,1.65E+13
114,228.18335,7.4595803,0.04488796,13155.333,133.19906,1.028445,96,560.71057,-66.237087,83.60963,2.64E+14,6.59E+13,0.16,0.04,4.47E+13,1.12E+13
115,163.48212,16.86179,0.08399262,24126.302,246.96682,1.0137233,26,661.23383,-117.20615,135.92883,2.62E+14,1.12E+14,0.15,0.064,4.30E+13,1.83E+13
116,155.5025,41.360296,0.092020789,26322.746,270.05799,1.0082341,8,383.5518,-87.373655,110.0316,2.60E+14,8.84E+13,0.4,0.136,9.25E+13,3.15E+13
117,172.41292,23.858054,0.13740086,38385.145,398.8648,0.99288624,19,435.43391,-94.558425,142.74654,2.60E+14,7.42E+13,0.07,0.02,2.81E+13,8.03E+12
118,175.18476,11.017991,0.10690649,30345.395,312.6322,1.0019968,11,468.60601,-225.73034,184.91465,2.59E+14,9.21E+13,0.09,0.032,3.17E+13,1.13E+13
119,234.16095,-2.0146217,0.144732,40278.101,419.39788,0.98928997,26,578.6824,-129.608,185.07138,2.59E+14,8.76E+13,0.26,0.088,6.43E+13,2.18E+13
120,147.73246,28.769859,0.1124966,31839.352,328.53917,0.99875284,26,594.30262,-115.13376,147.36388,2.58E+14,1.07E+14,0.25,0.104,6.16E+13,2.56E+13
121,154.16352,33.662335,0.12717715,35719.595,370.10177,0.99341061,17,576.3565,-109.13794,130.33578,2.58E+14,6.03E+13,0.82,0.192,2.02E+14,4.74E+13
122,124.8685,56.664181,0.04370622,12816.72,129.72786,1.0182061,46,623.97261,-103.20803,129.62458,2.56E+14,7.04E+13,0.45,0.124,1.01E+14,2.78E+13
123,1.3720806,16.206526,0.11502,32510.756,335.7051,0.99418062,33,606.99645,-107.72537,152.25808,2.55E+14,6.92E+13,0.56,0.152,1.29E+14,3.51E+13
124,188.57705,4.0368381,0.08427877,24204.916,247.79143,1.0034428,24,559.94568,-122.83515,159.66529,2.54E+14,7.85E+13,0.35,0.108,8.04E+13,2.48E+13
125,207.96372,9.5125969,0.06494738,18839.698,191.82508,1.0096117,45,587.97326,-91.286611,113.52671,2.54E+14,6.78E+13,0.51,0.136,1.15E+14,3.06E+13
126,155.57598,38.544323,0.05429697,15836.521,160.76769,1.0124675,63,622.91157,-79.692034,115.8381,2.54E+14,8.22E+13,0.21,0.068,5.25E+13,1.70E+13
127,172.20987,23.872376,0.1377536,38476.574,399.85449,0.98434232,14,500.13682,-157.46311,281.08173,2.53E+14,8.68E+13,0.14,0.048,4.05E+13,1.39E+13
128,180.08352,56.286138,0.064731565,18779.177,191.19732,1.0079199,75,612.25172,-80.185433,101.94401,2.53E+14,6.32E+13,0.24,0.06,5.81E+13,1.45E+13
129,209.1589,44.923046,0.12508682,35170.899,364.20253,0.98791153,16,553.33165,-173.35822,310.56508,2.53E+14,7.53E+13,0.51,0.152,1.17E+14,3.48E+13
130,132.55781,29.556853,0.10368885,29481.355,303.45609,0.9941543,27,553.71466,-111.80728,182.41599,2.52E+14,7.62E+13,0.41,0.124,9.31E+13,2.82E+13
131,20.682134,-10.397761,0.1055679,29986.307,308.81658,0.99224897,20,605.25759,-128.42143,171.18772,2.51E+14,7.65E+13,0.21,0.064,5.27E+13,1.61E+13
132,240.08816,27.027807,0.087558743,25104.303,257.23517,0.99809058,28,470.71929,-70.48786,74.956804,2.51E+14,2.16E+13,1.3,0.112,3.58E+14,3.09E+13
133,173.54403,49.105356,0.03282856,9680.2936,97.685622,1.0131242,108,630.16114,-72.532475,84.689936,2.49E+14,6.23E+13,0.16,0.04,4.26E+13,1.07E+13
134,223.70719,54.373414,0.09987319,28452.815,292.55554,0.99147287,41,568.18279,-102.93068,144.52581,2.49E+14,6.54E+13,0.32,0.084,7.35E+13,1.93E+13
135,217.09329,56.778814,0.1059217,30081.268,309.82532,0.98816345,28,551.12459,-103.15561,151.64036,2.48E+14,7.85E+13,0.43,0.136,9.65E+13,3.05E+13
136,139.19618,63.81153,0.11908732,33589.069,347.23637,0.98337098,20,542.03224,-88.92086,120.16853,2.48E+14,8.32E+13,0.25,0.084,5.99E+13,2.01E+13
137,153.50979,-0.89166156,0.04499136,13184.941,133.50269,1.0069879,59,698.75618,-77.919942,95.281461,2.47E+14,5.66E+13,0.07,0.016,2.66E+13,6.08E+12
138,122.79677,16.712079,0.09238872,26422.955,271.11408,0.99138352,31,571.74303,-95.05203,132.93286,2.47E+14,1.07E+14,0.12,0.052,3.58E+13,1.55E+13
139,24.628647,0.67225969,0.05633373,16413.447,166.71926,1.0025634,9,466.4673,-96.313004,96.514216,2.47E+14,9.17E+13,0.42,0.156,9.26E+13,3.44E+13
140,156.96166,34.525922,0.1692848,46506.681,487.6038,0.96540306,12,641.79084,-155.76748,192.11216,2.47E+14,1.21E+14,0.13,0.064,3.81E+13,1.88E+13
141,118.39615,26.424908,0.09214789,26357.367,270.42283,0.99041153,16,571.33678,-181.36045,281.93732,2.46E+14,8.51E+13,0.22,0.076,5.37E+13,1.85E+13
142,176.18634,67.41443,0.1161766,32817.877,338.98657,0.98181773,34,534.09363,-113.89151,148.35588,2.46E+14,6.76E+13,0.16,0.044,4.30E+13,1.18E+13
143,158.71746,30.694846,0.1362157,38077.683,395.53816,0.97505761,12,593.09285,-142.911,228.62212,2.46E+14,1.11E+14,0.15,0.068,4.13E+13,1.87E+13
144,183.28843,12.083608,0.148511,41247.881,429.95204,0.97045945,10,587.8392,-169.76734,210.03008,2.45E+14,1.39E+14,0.12,0.068,3.60E+13,2.04E+13
145,353.38485,9.4324233,0.1617278,44607.752,466.70329,0.96466112,20,505.9852,-131.59917,201.08169,2.44E+14,9.77E+13,0.12,0.048,3.60E+13,1.44E+13
146,229.08299,0.059590963,0.11985835,33792.941,349.41965,0.97800009,22,607.14618,-117.16427,123.37429,2.44E+14,8.81E+13,0.31,0.112,7.08E+13,2.56E+13
147,172.41366,19.899992,0.1324919,37109.015,385.07274,0.97366916,14,626.80672,-166.36178,189.96789,2.44E+14,9.75E+13,0.1,0.04,3.21E+13,1.28E+13
148,227.10858,-0.27067762,0.089917426,25749.112,264.01694,0.98736326,36,629.49044,-89.524544,119.15351,2.44E+14,8.12E+13,0.06,0.02,2.45E+13,8.18E+12
149,323.93805,0.18918556,0.1190344,33575.069,347.08648,0.9771301,35,584.50886,-77.995929,106.13665,2.43E+14,6.16E+13,0.3,0.076,6.87E+13,1.74E+13
150,154.99067,40.995922,0.09251665,26457.789,271.48124,0.98546036,32,674.25838,-91.31005,142.73116,2.43E+14,1.13E+14,0.12,0.056,3.53E+13,1.65E+13
151,196.91905,6.2139374,0.14031659,39139.847,407.0404,0.96938174,13,518.09915,-102.21647,178.78682,2.42E+14,6.93E+13,0.07,0.02,2.65E+13,7.58E+12
152,336.5587,17.42043,0.10996295,31163.36,321.33503,0.97892459,12,551.87185,-145.8397,231.7413,2.42E+14,8.99E+13,0.28,0.104,6.45E+13,2.39E+13
153,245.42707,42.764608,0.136041,38032.327,395.04762,0.96992656,11,557.62313,-143.29281,211.2903,2.42E+14,7.97E+13,0.17,0.056,4.44E+13,1.46E+13
154,259.29574,56.665241,0.1134517,32093.694,331.25252,0.97663124,18,609.08616,-120.10323,143.90927,2.41E+14,6.99E+13,0.29,0.084,6.63E+13,1.92E+13
155,252.32129,26.64754,0.05543819,16159.931,164.10313,0.99495994,35,609.14578,-121.19478,126.01949,2.41E+14,7.53E+13,0.32,0.1,7.09E+13,2.22E+13
156,205.60538,29.870782,0.04322201,12677.856,128.305,0.99832308,58,609.1701,-70.744907,90.593077,2.41E+14,7.22E+13,0.2,0.06,4.86E+13,1.46E+13
